Date,Day,Stratum,StartLatitude,StartLongitude,StationCode,Region,SubRegion,TimeStart,EC,AvgTemp,AvgTurbidity,AvgSecchi,AvgStartDepth,Method,NumberTows,TowDuration,TowDirection,Species,Catch,FL_Range,Expression,Stage,Mark
12/28/2022,Wednesday,Lower Sacramento,38.06416,-121.78764,23-22-LSR01,West,Lower Sacramento River,9:28,7679.75,8.88,28.65,0.5,10.2,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
12/28/2022,Wednesday,Lower Sacramento,38.05718,-121.80259,23-22-LSR02,West,Lower Sacramento River,8:15,8352.5,8.78,29.45,0.5,9.9,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
12/28/2022,Wednesday,Southern Delta,38.03736,-121.59546,23-22-SD01,South,Franks Tract,8:05,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
12/28/2022,Wednesday,Southern Delta,38.06116,-121.59152,23-22-SD02,South,Franks Tract,8:00,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
12/28/2022,Wednesday,Southern Delta,38.05228,-121.64742,23-22-SD05,South,Franks Tract,8:26,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
12/28/2022,Wednesday,Southern Delta,38.03271,-121.60599,23-22-SD07,South,Franks Tract,12:23,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
12/28/2022,Wednesday,Southern Delta,37.98341,-121.51683,23-22-SD03,South,Mildred Island West,10:37,448.3,8.63,11.97,n/p,10.82,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
12/28/2022,Wednesday,Southern Delta,37.98945,-121.52833,23-22-SD04,South,Mildred Island West,9:07,510.78,8.55,12.58,n/p,7.48,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
12/28/2022,Wednesday,Southern Delta,37.97038,-121.53371,23-22-SD08,South,Mildred Island West,13:08,496.8,8.82,6.77,n/p,7.58,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
12/28/2022,Wednesday,Southern Delta,37.8411,-121.54015,23-22-SD06,South,Victoria Canal,12:22,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
12/28/2022,Wednesday,Suisun Marsh,38.10626,-122.06245,23-22-SM04,West,Grizzly Bay,10:34,18742.75,9.17,102.17,0.3,2.45,Kodiak,4,10,U,LFS,45,60-115,n/p,n/p,None
12/28/2022,Wednesday,Suisun Marsh,38.10971,-122.05322,23-22-SM07,West,Grizzly Bay,11:50,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
12/28/2022,Wednesday,Suisun Marsh,38.10417,-122.03963,23-22-SM08,West,Grizzly Bay,11:58,19514.5,9.35,48.37,0.5,2.83,Kodiak,4,10,U,LFS,1,72,n/p,n/p,None
12/28/2022,Wednesday,Suisun Marsh,38.19239,-121.92964,23-22-SM05,West,Suisun Marsh,8:40,8443,8.83,28.88,0.5,3.7,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
12/29/2022,Thursday,Cache Slough Liberty Island,38.33562,-121.6674,23-22-CS01,North,Cache Slough and Liberty Island,8:18,345.4,8.47,9.47,0.83,5.55,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
12/29/2022,Thursday,Cache Slough Liberty Island,38.24698,-121.70207,23-22-CS02,North,Cache Slough and Liberty Island,11:24,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
12/29/2022,Thursday,Cache Slough Liberty Island,38.32449,-121.65311,23-22-CS03,North,Cache Slough and Liberty Island,9:50,256.42,8.65,12.45,0.81,4.4,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
12/29/2022,Thursday,Cache Slough Liberty Island,38.2469,-121.68784,23-22-CS04,North,Cache Slough and Liberty Island,11:37,187,8.6,13.3,0.72,11.5,Kodiak,1,0.5,D,n/p,n/p,n/p,n/p,n/p,n/p
12/29/2022,Thursday,Lower San Joaquin,38.06796,-121.67912,23-22-LSJ04,South,San Joaquin at Twitchell Island,8:12,1341.5,8.72,28.48,0.53,7.45,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
12/29/2022,Thursday,Lower San Joaquin,38.02408,-121.7949,23-22-LSJ03,West,Lower San Joaquin River,9:47,6073,9,39.85,0.44,12.85,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
12/29/2022,Thursday,Lower San Joaquin,38.02738,-121.75697,23-22-LSJ06,West,Lower San Joaquin River,11:17,3726.7,8.97,35.65,0.42,9.75,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
12/29/2022,Thursday,Suisun Bay,38.0499,-122.09054,23-22-SB05,Far West,West Suisun Bay,9:56,24947.25,9.58,27.5,0.56,17.45,Kodiak,4,10,U,CHNT,1,120,n/p,5,AdClipped
12/29/2022,Thursday,Suisun Bay,38.03943,-122.12422,23-22-SB06,Far West,West Suisun Bay,8:23,29893,9.72,30.83,0.5,14.75,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
12/29/2022,Thursday,Suisun Bay,38.06184,-122.00024,23-22-SB02,West,Mid Suisun Bay,11:41,18135.25,9.4,43.48,0.45,9,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
12/30/2022,Friday,Suisun Bay,38.07202,-121.85148,23-22-SB01,West,Confluence,11:13,9495.75,9.3,47.05,0.47,4.22,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
12/30/2022,Friday,Suisun Bay,38.03067,-121.85416,23-22-SB07,West,Confluence,9:51,10672.25,9.2,54.38,0.44,9.53,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
12/30/2022,Friday,Suisun Bay,38.04939,-121.97433,23-22-SB03,West,Mid Suisun Bay,9:19,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
12/30/2022,Friday,Suisun Bay,38.07885,-121.99498,23-22-SB04,West,Mid Suisun Bay,8:10,17395.25,9.5,54.2,0.38,5.95,Kodiak,4,10,D,LFS,1,70,n/p,n/p,None
44922,Friday,Suisun Marsh,38.14682,-122.06897,23-22-SM03,West,Suisun Marsh,9:00,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
1/3/2023,Tuesday,Cache Slough Liberty Island,38.28329,-121.66486,23-23-CS01,North,Cache Slough and Liberty Island,11:05,249,8.82,56.85,0.29,8.95,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/3/2023,Tuesday,Cache Slough Liberty Island,38.27151,-121.69455,23-23-CS02,North,Cache Slough and Liberty Island,9:29,202.45,8.92,62.07,0.25,5.6,Kodiak,4,10,D,CHNT,1,131,n/p,5,AdClipped
1/3/2023,Tuesday,Cache Slough Liberty Island,38.27461,-121.70831,23-23-CS03,North,Cache Slough and Liberty Island,8:22,232.85,8.85,133.5,0.16,n/p,Kodiak,2,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/3/2023,Tuesday,Southern Delta,37.99447,-121.5245,23-23-SD05,South,Mildred Island West,12:17,353,9.4,39.22,0.44,5.6,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/3/2023,Tuesday,Southern Delta,37.96224,-121.57018,23-23-SD03,South,Old River,8:48,579,9,16.1,0.71,7.78,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/3/2023,Tuesday,Southern Delta,37.84597,-121.53691,23-23-SD01,South,Victoria Canal,10:38,482.5,8.9,48.7,0.27,7.6,Kodiak,1,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/3/2023,Tuesday,Suisun Marsh,38.18403,-121.98727,23-23-SM01,West,Suisun Marsh,12:07,7679,9.68,82.8,0.34,10.4,Kodiak,4,10,D,LFS,9,75-87,n/p,n/p,None
1/3/2023,Tuesday,Suisun Marsh,38.09714,-121.89618,23-23-SM03,West,Suisun Marsh,8:40,251.23,9.45,138.5,0.19,7.55,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/3/2023,Tuesday,Suisun Marsh,38.19791,-121.92243,23-23-SM06,West,Suisun Marsh,10:36,3601.75,8.8,57.75,0.34,4.2,Kodiak,4,10,D,LFS,2,60-75,n/p,n/p,None
1/5/2023,Thursday,Lower San Joaquin,38.05491,-121.52645,23-23-LSJ03,South,San Joaquin at Prisoners Point,12:10,148.2,10,124.75,0.16,12.78,Kodiak,4,7,D,n/p,n/p,n/p,n/p,n/p,n/p
1/5/2023,Thursday,Lower San Joaquin,38.09799,-121.6256,23-23-LSJ04,South,San Joaquin at Twitchell Island,13:49,123.98,9.67,154.67,0.16,7.32,Kodiak,4,10,D,LFS,1,70,n/p,n/p,None
1/5/2023,Thursday,Lower San Joaquin,38.02589,-121.72598,23-23-LSJ02,West,Lower San Joaquin River,8:30,234.9,9.7,148.25,0.13,6.9,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/5/2023,Thursday,Sac Deep Water Shipping Channel,38.39054,-121.6221,23-23-SSC01,North,Lower Sacramento River Shipping Channel,8:16,419.7,9.1,95.88,0.16,12,Kodiak,4,10,U,RBTC,1,223,n/p,5,AdClipped
1/5/2023,Thursday,Sac Deep Water Shipping Channel,38.24967,-121.66958,23-23-SSC02,North,Lower Sacramento River Shipping Channel,11:46,136.12,9.2,140.25,0.13,10.88,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/5/2023,Thursday,Sac Deep Water Shipping Channel,38.31934,-121.65108,23-23-SSC03,North,Lower Sacramento River Shipping Channel,10:06,250,9.1,55.43,0.25,9.9,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/5/2023,Thursday,Suisun Bay,38.04408,-122.10424,23-23-SB03,Far West,West Suisun Bay,9:41,2834.5,9.6,76.35,0.27,12.4,Kodiak,4,10,D,LFS,7,60-98,n/p,n/p,None
1/5/2023,Thursday,Suisun Bay,38.08619,-122.08966,23-23-SB04,Far West,West Suisun Bay,11:04,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
1/5/2023,Thursday,Suisun Bay,38.06171,-121.98485,23-23-SB06,West,Mid Suisun Bay,8:09,323.03,9.5,103.58,0.2,15.43,Kodiak,4,10,U,LFS,3,76-100,n/p,n/p,None
1/5/2023,Thursday,Suisun Bay,38.06171,-121.98485,23-23-SB06,West,Mid Suisun Bay,8:09,323.03,9.5,103.58,0.2,15.43,Kodiak,4,10,U,RBTC,1,231,n/p,6,AdClipped
1/5/2023,Thursday,Suisun Bay,38.06163,-122.00265,23-23-SB07,West,Mid Suisun Bay,11:35,582.25,9.5,87.25,0.24,14.97,Kodiak,4,10,D,LFS,7,75-101,n/p,n/p,None
1/6/2023,Friday,Lower Sacramento,38.11631,-121.70641,23-23-LSR03,North,Sacramento River Near Rio Vista,11:21,116.9,9.25,144.25,0.15,7.92,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/6/2023,Friday,Lower Sacramento,38.06834,-121.83834,23-23-LSR01,West,Lower Sacramento River,8:28,114.73,9.15,162.75,0.11,7.45,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/6/2023,Friday,Lower Sacramento,38.06753,-121.77913,23-23-LSR02,West,Lower Sacramento River,9:56,123.53,9.22,146.5,0.11,10.03,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/6/2023,Friday,Lower San Joaquin,38.02173,-121.759,23-23-LSJ01,West,Lower San Joaquin River,10:04,200.55,9.7,128.75,0.17,6.12,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/6/2023,Friday,Lower San Joaquin,38.02669,-121.75056,23-23-LSJ05,West,Lower San Joaquin River,8:45,184.42,9.7,133.5,0.16,10.35,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/6/2023,Friday,Lower San Joaquin,38.04614,-121.69395,23-23-LSJ06,West,Lower San Joaquin River,11:39,165.7,9.7,123.25,0.17,10.4,Kodiak,4,10,D,CHN,2,35-36,n/p,2,None
1/6/2023,Friday,Suisun Bay,38.04914,-121.92193,23-23-SB01,West,Confluence,11:12,188.67,9.47,174.25,0.17,12.38,Kodiak,4,10,D,CHN,1,38,n/p,4,None
1/6/2023,Friday,Suisun Bay,38.04914,-121.92193,23-23-SB01,West,Confluence,11:12,188.67,9.47,174.25,0.17,12.38,Kodiak,4,10,D,LFS,2,89-104,n/p,n/p,None
1/6/2023,Friday,Suisun Bay,38.0539,-121.84768,23-23-SB02,West,Confluence,9:44,233.23,9.7,149.5,0.18,7.45,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/6/2023,Friday,Suisun Bay,38.03007,-121.83073,23-23-SB05,West,Confluence,8:23,231.15,9.7,143,0.16,12.45,Kodiak,4,10,U,LFS,2,84-85,n/p,n/p,None
1/9/2023,Monday,Southern Delta,38.03523,-121.52425,23-24-SD03,South,Mildred Island West,8:23,182.32,10.33,70.57,0.18,10.03,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/9/2023,Monday,Southern Delta,37.92052,-121.56114,23-24-SD01,South,Old River,10:16,519.25,10.4,30.9,0.44,7.6,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/9/2023,Monday,Southern Delta,37.95437,-121.56935,23-24-SD02,South,Old River,11:45,497.18,10.4,25.1,0.48,6.22,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/9/2023,Monday,Suisun Marsh,38.15982,-122.04881,23-24-SM03,West,Suisun Marsh,10:07,1984.75,10.22,157.25,0.14,7.2,Kodiak,4,10,U,LFS,3,74-85,n/p,n/p,None
1/9/2023,Monday,Suisun Marsh,38.17005,-122.0286,23-24-SM04,West,Suisun Marsh,11:21,2352,10.38,123.5,0.19,8.83,Kodiak,4,10,D,LFS,7,76-86,n/p,n/p,None
1/9/2023,Monday,Suisun Marsh,38.13246,-122.06034,23-24-SM06,West,Suisun Marsh,8:54,912.25,10.03,163,0.14,7.75,Kodiak,4,10,U,LFS,3,64-78,n/p,n/p,None
1/10/2023,Tuesday,Southern Delta,38.00844,-121.62851,23-24-SD04,South,Franks Tract,9:57,477.32,10.47,98.98,0.11,4.97,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/10/2023,Tuesday,Southern Delta,37.99746,-121.57975,23-24-SD05,South,Holland Cut,8:15,362.28,10.4,32.35,0.32,8.62,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/11/2023,Wednesday,Lower San Joaquin,38.06387,-121.54415,23-24-LSJ04,South,San Joaquin at Prisoners Point,8:14,211.88,10.55,49.9,0.29,8.25,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/11/2023,Wednesday,Lower San Joaquin,38.0965,-121.66774,23-24-LSJ01,South,San Joaquin at Twitchell Island,10:09,144.72,10.2,118.5,0.18,10.42,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/11/2023,Wednesday,Lower San Joaquin,38.06358,-121.67914,23-24-LSJ05,South,San Joaquin at Twitchell Island,11:36,144.28,10.17,135.25,0.16,6.88,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/11/2023,Wednesday,Sac Deep Water Shipping Channel,38.43189,-121.60335,23-24-SSC02,North,Lower Sacramento River Shipping Channel,10:08,564,9.7,65.35,0.28,8.8,Kodiak,2,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/11/2023,Wednesday,Sac Deep Water Shipping Channel,38.37335,-121.62647,23-24-SSC03,North,Lower Sacramento River Shipping Channel,11:08,438.43,9.7,91.17,0.23,9.37,Kodiak,3,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/11/2023,Wednesday,Sac Deep Water Shipping Channel,38.49839,-121.58439,23-24-SSC01,North,Upper Sacramento River Shipping Channel,8:52,757,9.9,27.35,0.48,7.9,Kodiak,2,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/11/2023,Wednesday,Suisun Marsh,38.10861,-122.06126,23-24-SM01,West,Grizzly Bay,9:04,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
1/11/2023,Wednesday,Suisun Marsh,38.10592,-122.0481,23-24-SM05,West,Grizzly Bay,8:24,494.55,9.9,177,0.15,3.4,Kodiak,2,10,U,CHN,1,36,n/p,2,None
1/11/2023,Wednesday,Suisun Marsh,38.10592,-122.0481,23-24-SM05,West,Grizzly Bay,8:24,494.55,9.9,177,0.15,3.4,Kodiak,2,10,U,LFS,2,80-92,n/p,n/p,None
1/11/2023,Wednesday,Suisun Marsh,38.12123,-122.06936,23-24-SM02,West,Suisun Marsh,9:15,1652,10.3,197,0.16,3.05,Kodiak,2,10,U,LFS,1,73,n/p,n/p,None
1/11/2023,Wednesday,Suisun Marsh,38.15739,-122.05628,23-24-SM07,West,Suisun Marsh,10:06,2039.75,10.67,154,0.15,12.9,Kodiak,4,10,U,LFS,2,60-81,n/p,n/p,None
1/12/2023,Thursday,Lower Sacramento,38.09741,-121.72841,23-24-LSR03,North,Sacramento River Near Rio Vista,11:08,167.73,10.2,234.5,0.17,9.53,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/12/2023,Thursday,Lower Sacramento,38.07675,-121.76384,23-24-LSR01,West,Lower Sacramento River,9:49,133.2,10.08,200.5,0.17,10.12,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/12/2023,Thursday,Lower Sacramento,38.06417,-121.82988,23-24-LSR02,West,Lower Sacramento River,8:25,131.65,10,181.5,0.18,11.43,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/12/2023,Thursday,Lower San Joaquin,38.02075,-121.73635,23-24-LSJ02,West,Lower San Joaquin River,12:23,291.9,10.5,134.5,0.12,4.95,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/12/2023,Thursday,Lower San Joaquin,38.02205,-121.81248,23-24-LSJ03,West,Lower San Joaquin River,8:51,172.35,10.1,125.25,0.16,8.61,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/12/2023,Thursday,Lower San Joaquin,38.02545,-121.75664,23-24-LSJ06,West,Lower San Joaquin River,10:53,194.57,10.25,131.75,0.16,9.18,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/12/2023,Thursday,Suisun Bay,38.04998,-121.87366,23-24-SB01,West,Confluence,8:06,178.5,10.1,155.5,0.16,10.45,Kodiak,4,10,U,CHN,1,37,n/p,2,None
1/12/2023,Thursday,Suisun Bay,38.03113,-121.86176,23-24-SB02,West,Confluence,11:32,206.98,10.2,140.25,0.15,13.5,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/12/2023,Thursday,Suisun Bay,38.05525,-121.84388,23-24-SB05,West,Confluence,9:56,149.65,10.1,182,0.15,5.47,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/13/2023,Friday,Cache Slough Liberty Island,38.27949,-121.69451,23-24-CS01,North,Cache Slough and Liberty Island,8:13,292.85,10.78,262,0.13,7.22,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/13/2023,Friday,Cache Slough Liberty Island,38.23508,-121.67933,23-24-CS02,North,Cache Slough and Liberty Island,11:33,150.28,10.17,466.5,0.1,11.45,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/13/2023,Friday,Cache Slough Liberty Island,38.24785,-121.70449,23-24-CS03,North,Cache Slough and Liberty Island,10:21,220.87,10.63,246.67,0.14,5.53,Kodiak,3,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/13/2023,Friday,Suisun Bay,38.08103,-122.0819,23-24-SB03,Far West,West Suisun Bay,9:59,267.85,10.3,189,0.14,9.4,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/13/2023,Friday,Suisun Bay,38.05775,-122.10734,23-24-SB04,Far West,West Suisun Bay,8:36,885,10.2,132.5,0.16,11.85,Kodiak,4,10,U,RBTC,1,230,n/p,n/p,AdClipped
1/13/2023,Friday,Suisun Bay,38.09961,-122.03305,23-24-SB06,West,Mid Suisun Bay,11:17,325.85,10.3,178.75,0.16,6.88,Kodiak,4,10,U,LFS,1,80,n/p,n/p,None
1/17/2023,Tuesday,Lower Sacramento,38.0638,-121.79462,23-25-LSR02,West,Lower Sacramento River,8:18,146.17,9.83,260.25,0.14,11.68,Kodiak,4,10,D,RBT,2,31-32,n/p,1,None
1/17/2023,Tuesday,Lower Sacramento,38.0638,-121.79462,23-25-LSR02,West,Lower Sacramento River,8:18,146.17,9.83,260.25,0.14,11.68,Kodiak,4,10,D,RBT,1,39,n/p,2,None
1/17/2023,Tuesday,Lower Sacramento,38.0638,-121.79462,23-25-LSR02,West,Lower Sacramento River,8:18,146.17,9.83,260.25,0.14,11.68,Kodiak,4,10,D,RBT,1,40,n/p,3,None
1/17/2023,Tuesday,Lower Sacramento,38.06004,-121.79678,23-25-LSR03,West,Lower Sacramento River,9:44,133.35,9.9,236.25,0.13,10.55,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/17/2023,Tuesday,Lower Sacramento,38.06026,-121.82221,23-25-LSR06,West,Lower Sacramento River,10:57,147.92,10.08,157,0.15,12,Kodiak,4,10,D,LFS,1,106,n/p,n/p,None
1/17/2023,Tuesday,Southern Delta,38.01951,-121.60623,23-25-SD02,South,Franks Tract,10:20,336.3,10.2,32.1,0.4,6.3,Kodiak,2,10,D,DSM,1,71,n/p,n/p,None
1/17/2023,Tuesday,Southern Delta,38.05151,-121.58236,23-25-SD05,South,Holland Cut,8:55,209.58,10.73,48.77,0.3,6.95,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/17/2023,Tuesday,Western Delta,38.05241,-122.263,23-25-WD01,Far West,East San Pablo Bay,12:30,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
1/17/2023,Tuesday,Western Delta,38.052,-122.30576,23-25-WD02,Far West,East San Pablo Bay,9:21,1819.75,10.18,182,0.09,11.3,Kodiak,4,10,D,LFS,20,60-90,n/p,n/p,None
1/17/2023,Tuesday,Western Delta,38.06353,-122.28889,23-25-WD03,Far West,East San Pablo Bay,10:52,2713,10.5,178.25,0.1,7.93,Kodiak,4,10,U,LFS,19,70-95,n/p,n/p,None
1/17/2023,Tuesday,Western Delta,38.09827,-122.2622,23-25-WD04,Far West,Lower Napa River,13:18,1809,10.97,251.25,0.08,3.95,Kodiak,4,10,U,LFS,42,64-107,n/p,n/p,None
1/18/2023,Wednesday,Sac Deep Water Shipping Channel,38.4416,-121.59882,23-25-SSC02,North,Lower Sacramento River Shipping Channel,10:13,700,10,35.43,0.41,10.03,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/18/2023,Wednesday,Sac Deep Water Shipping Channel,38.33034,-121.64872,23-25-SSC03,North,Lower Sacramento River Shipping Channel,8:38,395.15,9.82,58.18,0.25,10,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/18/2023,Wednesday,Sac Deep Water Shipping Channel,38.56151,-121.55236,23-25-SSC01,North,Upper Sacramento River Shipping Channel,11:46,736.25,10.37,21.6,0.59,12.75,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/18/2023,Wednesday,Southern Delta,38.01504,-121.61026,23-25-SD03,South,Franks Tract,9:07,389.03,10.17,21.32,0.54,5.15,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/18/2023,Wednesday,Southern Delta,38.02215,-121.51997,23-25-SD04,South,Mildred Island West,12:36,205.65,10.72,67.9,0.27,9.78,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/18/2023,Wednesday,Southern Delta,37.91128,-121.58575,23-25-SD01,South,Rock Slough and Discovery Bay,10:53,614.5,10.5,50.97,0.26,4.03,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/18/2023,Wednesday,Suisun Bay,38.09104,-122.07367,23-25-SB01,Far West,West Suisun Bay,8:49,257.17,9.92,205.75,0.08,11.4,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/18/2023,Wednesday,Suisun Bay,38.04847,-122.0962,23-25-SB03,Far West,West Suisun Bay,10:26,321.53,10.33,191,0.09,15.88,Kodiak,4,10,D,LFS,30,70-113,n/p,n/p,None
1/18/2023,Wednesday,Suisun Bay,38.07228,-122.10563,23-25-SB05,Far West,West Suisun Bay,10:06,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
1/18/2023,Wednesday,Suisun Bay,38.05951,-122.08036,23-25-SB06,Far West,West Suisun Bay,11:55,190.5,10.1,164.75,0.1,6.48,Kodiak,4,10,U,LFS,1,84,n/p,n/p,None
1/19/2023,Thursday,Cache Slough Liberty Island,38.25903,-121.74147,23-25-CS01,North,Cache Slough and Liberty Island,8:31,119.1,9.23,88.33,0.19,6.05,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
1/19/2023,Thursday,Cache Slough Liberty Island,38.26118,-121.68651,23-25-CS02,North,Cache Slough and Liberty Island,10:19,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
1/19/2023,Thursday,Cache Slough Liberty Island,38.28386,-121.71734,23-25-CS03,North,Cache Slough and Liberty Island,10:08,n/p,n/p,n/p,n/p,n/p,Kodiak,0,n/p,n/p,n/p,n/p,n/p,n/p,n/p,n/p
1/19/2023,Thursday,Cache Slough Liberty Island,38.2613,-121.6697,23-25-CS04,North,Cache Slough and Liberty Island,10:36,125.65,9.47,322.5,0.11,7.05,Kodiak,4,10,U,CHN,1,39,n/p,2,None
1/19/2023,Thursday,Cache Slough Liberty Island,38.26836,-121.66901,23-25-CS05,North,Cache Slough and Liberty Island,11:50,125.68,9.4,330.25,0.1,7.27,Kodiak,4,10,U,CHN,1,37,n/p,2,None
1/19/2023,Thursday,Cache Slough Liberty Island,38.26836,-121.66901,23-25-CS05,North,Cache Slough and Liberty Island,11:50,125.68,9.4,330.25,0.1,7.27,Kodiak,4,10,U,CHN,1,40,n/p,3,None
1/19/2023,Thursday,Lower San Joaquin,38.09426,-121.65092,23-25-LSJ05,South,San Joaquin at Twitchell Island,11:29,142.45,10.17,79.8,0.23,9.05,Kodiak,4,10,D,LFS,1,88,n/p,n/p,None
1/19/2023,Thursday,Lower San Joaquin,38.01971,-121.79486,23-25-LSJ03,West,Lower San Joaquin River,9:52,173.05,10.37,74.73,0.23,11.72,Kodiak,4,10,D,n/p,n/p,n/p,n/p,n/p,n/p
1/19/2023,Thursday,Lower San Joaquin,38.03819,-121.71735,23-25-LSJ04,West,Lower San Joaquin River,8:17,133.12,10,84.17,0.21,5.53,Kodiak,4,10,U,n/p,n/p,n/p,n/p,n/p,n/p
